#string_protein_id	preferred_name	protein_size	annotation
10090.ENSMUSP00000000808	Il12rb1	738	Interleukin-12 receptor subunit beta-1; Functions as an interleukin receptor which binds interleukin- 12 with low affinity and is involved in IL12 transduction. Associated with IL12RB2 it forms a functional, high affinity receptor for IL12. Associates also with IL23R to form the interleukin-23 receptor which functions in IL23 signal transduction probably through activation of the Jak-Stat signaling cascade; Belongs to the type I cytokine receptor family. Type 2 subfamily.
10090.ENSMUSP00000000809	Slc5a5	618	Sodium/iodide cotransporter; Mediates iodide uptake in the thyroid gland; Belongs to the sodium:solute symporter (SSF) (TC 2.A.21) family.
10090.ENSMUSP00000000811	Kcnn3	732	Small conductance calcium-activated potassium channel protein 3; Forms a voltage-independent potassium channel activated by intracellular calcium. Activation is followed by membrane hyperpolarization. Thought to regulate neuronal excitability by contributing to the slow component of synaptic afterhyperpolarization. The channel is blocked by apamin (By similarity); Belongs to the potassium channel KCNN family. KCa2.3/KCNN3 subfamily.
10090.ENSMUSP00000000828	Txnrd3	615	Thioredoxin reductase 3; Displays thioredoxin reductase, glutaredoxin and glutathione reductase activities. Catalyzes disulfide bond isomerization. Promotes disulfide bond formation between GPX4 and various sperm proteins and may play a role in sperm maturation by promoting formation of sperm structural components; Belongs to the class-I pyridine nucleotide-disulfide oxidoreductase family.
10090.ENSMUSP00000000834	Fasl	279	Tumor necrosis factor ligand superfamily member 6, membrane form; Cytokine that binds to TNFRSF6/FAS, a receptor that transduces the apoptotic signal into cells. Involved in cytotoxic T-cell-mediated apoptosis, natural killer cell-mediated apoptosis and in T-cell development. Initiates fratricidal/suicidal activation-induced cell death (AICD) in antigen-activated T-cells contributing to the termination of immune responses. TNFRSF6/FAS-mediated apoptosis has also a role in the induction of peripheral tolerance. Binds to TNFRSF6B/DcR3, a decoy receptor that blocks apoptosis (By similarit [...] 
10090.ENSMUSP00000000889	Il4	140	Interleukin-4; Participates in at least several B-cell activation processes as well as of other cell types. It is a costimulator of DNA-synthesis. It induces the expression of class II MHC molecules on resting B-cells. It enhances both secretion and cell surface expression of IgE and IgG1. It also regulates the expression of the low affinity Fc receptor for IgE (CD23) on both lymphocytes and monocytes. Positively regulates IL31RA expression in macrophages. Stimulates autophagy in dendritic cells by interfering with mTORC1 signaling and through the induction of RUFY4. Belongs to the IL- [...] 
10090.ENSMUSP00000000895	Necab3	353	N-terminal EF-hand calcium-binding protein 3; Inhibits the interaction of APBA2 with amyloid-beta precursor protein (APP), and hence allows formation of amyloid-beta (By similarity). May enhance the activity of HIF1A and thus promote glycolysis under normoxic conditions; the function requires its ABM domain and may implicate the stabilization of the interaction between HIF1AN and APBA3 (By similarity).
10090.ENSMUSP00000000896	Pxmp4	212	Peroxisomal membrane protein 4; Belongs to the peroxisomal membrane protein PXMP2/4 family.
10090.ENSMUSP00000000910	Dbh	622	Soluble dopamine beta-hydroxylase; Conversion of dopamine to noradrenaline.
10090.ENSMUSP00000000924	Mmp11	492	Stromelysin-3; May play an important role in the progression of epithelial malignancies.
10090.ENSMUSP00000000925	Smarcb1	385	SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily B member 1; Core component of the BAF (SWI/SNF) complex. This ATP- dependent chromatin-remodeling complex plays important roles in cell proliferation and differentiation, in cellular antiviral activities and inhibition of tumor formation. The BAF complex is able to create a stable, altered form of chromatin that constrains fewer negative supercoils than normal. This change in supercoiling would be due to the conversion of up to one-half of the nucleosomes on polynucleosomal arrays into asymmetric structu [...] 
10090.ENSMUSP00000000926	Vpreb3	123	Pre-B lymphocyte gene 3.
10090.ENSMUSP00000000939	Hip1r	1068	Huntingtin-interacting protein 1-related protein; Component of clathrin-coated pits and vesicles, that may link the endocytic machinery to the actin cytoskeleton. Binds 3- phosphoinositides (via ENTH domain). May act through the ENTH domain to promote cell survival by stabilizing receptor tyrosine kinases following ligand-induced endocytosis.
10090.ENSMUSP00000000940	Nsun5	465	Probable 28S rRNA (cytosine-C(5))-methyltransferase; S-adenosyl-L-methionine-dependent methyltransferase that specifically methylates the C(5) position of a cytosine in 28S rRNA. Belongs to the class I-like SAM-binding methyltransferase superfamily. RsmB/NOP family.
10090.ENSMUSP00000000958	Top1mt	593	DNA topoisomerase I, mitochondrial; Releases the supercoiling and torsional tension of DNA introduced during duplication of mitochondrial DNA by transiently cleaving and rejoining one strand of the DNA duplex. Introduces a single-strand break via transesterification at a target site in duplex DNA. The scissile phosphodiester is attacked by the catalytic tyrosine of the enzyme, resulting in the formation of a DNA-(3'-phosphotyrosyl)- enzyme intermediate and the expulsion of a 5'-OH DNA strand. The free DNA strand then rotates around the intact phosphodiester bond on the opposing strand, [...] 
10090.ENSMUSP00000000964	Hoxa1	336	Homeobox protein Hox-A1; Sequence-specific transcription factor. Regulates multiple developmental processes including brainstem, inner and outer ear, abducens nerve and cardiovascular development and morphogenesis as well as cognition and behavior (By similarity). Also part of a developmental regulatory system that provides cells with specific positional identities on the anterior-posterior axis. Acts on the anterior body structures. Seems to act in the maintenance and/or generation of hindbrain segments (By similarity). Activates transcription in the presence of PBX1A and PKNOX1. The  [...] 
10090.ENSMUSP00000000985	Oxa1l	433	Mitochondrial inner membrane protein OXA1L; Required for the insertion of integral membrane proteins into the mitochondrial inner membrane. Essential for the activity and assembly of cytochrome oxidase. Required for the correct biogenesis of ATP synthase and complex I in mitochondria (By similarity).
10090.ENSMUSP00000001002	Heatr6	1184	HEAT repeat-containing protein 6.
10090.ENSMUSP00000001008	Ccl3	92	C-C motif chemokine 3; Monokine with inflammatory, pyrogenic and chemokinetic properties. Has a potent chemotactic activity for eosinophils. Binding to a high-affinity receptor activates calcium release in neutrophils; Belongs to the intercrine beta (chemokine CC) family.
10090.ENSMUSP00000001009	Wfdc18	74	WAP four-disulfide core domain protein 18; Could have proteinase inhibiting capacity.
10090.ENSMUSP00000001027	Aox1	1333	Aldehyde oxidase 1; Oxidase with broad substrate specificity, oxidizing aromatic azaheterocycles, such as N1-methylnicotinamide, N-methylphthalazinium and phthalazine, as well as aldehydes, such as benzaldehyde, retinal, pyridoxal, and vanillin. Plays a role in the metabolism of xenobiotics and drugs containing aromatic azaheterocyclic substituents. Participates in the bioactivation of prodrugs such as famciclovir, catalyzing the oxidation step from 6-deoxypenciclovir to penciclovir, which is a potent antiviral agent. Also plays a role in the reductive metabolism of the xenobiotic imid [...] 
10090.ENSMUSP00000001040	Icam4	262	Intercellular adhesion molecule 4; Adhesion molecule that binds to leukocyte adhesion LFA-1 protein LFA-1 (integrin alpha-L/beta-2). ICAM4 is also a ligand for alpha-4/beta-1 and alpha-V integrins (By similarity). Isoform 2 may modulate binding of membrane-associated ICAM4; Belongs to the immunoglobulin superfamily. ICAM family.
10090.ENSMUSP00000001042	Ilf2	390	Interleukin enhancer-binding factor 2; Appears to function predominantly as a heterodimeric complex with ILF3. This complex may regulate transcription of the IL2 gene during T-cell activation. It can also promote the formation of stable DNA-dependent protein kinase holoenzyme complexes on DNA (By similarity). Essential for the efficient reshuttling of ILF3 into the nucleus (By similarity).
10090.ENSMUSP00000001046	S100a4	101	Protein S100-A4; Belongs to the S-100 family.
10090.ENSMUSP00000001047	S100a3	101	Protein S100-A3; Binds both calcium and zinc. May be involved in calcium- dependent cuticle cell differentiation, hair shaft and hair cuticular barrier formation (By similarity).
10090.ENSMUSP00000001051	S100a6	89	Protein S100-A6; May function as calcium sensor and modulator, contributing to cellular calcium signaling. May function by interacting with other proteins, such as TPR-containing proteins, and indirectly play a role in many physiological processes such as the reorganization of the actin cytoskeleton and in cell motility. Binds 2 calcium ions. Calcium binding is cooperative (By similarity); Belongs to the S-100 family.
10090.ENSMUSP00000001055	Icam2	277	Intercellular adhesion molecule 2; ICAM proteins are ligands for the leukocyte adhesion protein LFA-1 (integrin alpha-L/beta-2). ICAM2 may play a role in lymphocyte recirculation by blocking LFA-1-dependent cell adhesion. It mediates adhesive interactions important for antigen-specific immune response, NK-cell mediated clearance, lymphocyte recirculation, and other cellular interactions important for immune response and surveillance.
10090.ENSMUSP00000001059	Ern1	977	Serine/threonine-protein kinase/endoribonuclease IRE1; Serine/threonine-protein kinase and endoribonuclease that acts as a key sensor for the endoplasmic reticulum unfolded protein response (UPR). In unstressed cells, the endoplasmic reticulum luminal domain is maintained in its inactive monomeric state by binding to the endoplasmic reticulum chaperone HSPA5/BiP. Accumulation of misfolded protein in the endoplasmic reticulum causes release of HSPA5/BiP, allowing the luminal domain to homodimerize, promoting autophosphorylation of the kinase domain and subsequent activation of the endor [...] 
10090.ENSMUSP00000001079	Sec24b	1251	Sec24-related gene family, member B (S. cerevisiae).
10090.ENSMUSP00000001080	N4bp3	537	NEDD4-binding protein 3; Plays a role in axon and dendrite arborization during cranial nerve development. May also be important for neural crest migration and early development of other anterior structures including eye, brain and cranial cartilage.
10090.ENSMUSP00000001081	Rmnd5b	393	E3 ubiquitin-protein transferase RMND5B; Core component of the CTLH E3 ubiquitin-protein ligase complex that selectively accepts ubiquitin from UBE2H and mediates ubiquitination and subsequent proteasomal degradation of the transcription factor HBP1. MAEA and RMND5A are both required for catalytic activity of the CTLH E3 ubiquitin-protein ligase complex. Catalytic activity of the complex is required for normal cell proliferation. The CTLH E3 ubiquitin-protein ligase complex is not required for the degradation of enzymes involved in gluconeogenesis, such as FBP1.
